id,lang,text,author_id,conversation_id,created_at,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.552212756795097e+18,id,"Country Manager of Alibaba Cloud Indonesia Leon Chen menganggap bahwa regulasi pendaftaran Penyelenggara Sistem Elektronik (PSE) lingkup privat dari Kementerian Kominfo harus ditaati. @PlateJohnny @kemkominfo @setengahmalass 
https://t.co/h40vI1tN5b",1.260256795492184e+18,1.552212756795097e+18,2022-07-27 08:42:14,0,0,0,0,"Country Manager of Alibaba Cloud Indonesia Leon Chen considers that the registration registration of the Electronic System Organizer (PSE) of the Private Scope of the Ministry of Communication and Information must be obeyed. @Platejohnny @kemkominfo @sengahmalasses
https://t.co/H40VI1TN5B",0.0,0.375
1.552212625731502e+18,id,"Platform teknologi yang tidak mendaftar PSE Lingkup Privat Kominfo berpotensi mengalami kerugian mulai dari denda hingga pemblokiran yang menyebabkan mereka tidak dapat beroperasi di Indonesia. @PlateJohnny @kemkominfo @setengahmalass 
https://t.co/6ejQsY3cqt",1.260256795492184e+18,1.552212625731502e+18,2022-07-27 08:41:43,1,0,1,0,"Technology platforms that do not register PSE PSE Private Communication and Information have the potential to suffer losses ranging from fines to blocking which causes them to not be able to operate in Indonesia. @Platejohnny @kemkominfo @sengahmalasses
https://t.co/6ejqsy3cqt",0.1666666666666667,0.6666666666666666
1.552211874997219e+18,und,🙄 https://t.co/HCfRPBV1iG,1.322871338126594e+18,1.552211874997219e+18,2022-07-27 08:38:44,0,1,0,0,,,
1.552211611607134e+18,id,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Sejauh ini, ada beberapa perusahaan teknologi asing yang belum terdaftar di PSE Kominfo seperti browser Opera, media sosial profesional LinkedIn, marketplace https://t.co/47QYQSL7f1, game online Defense of the Ancients (DoTA) dan Counter Striker. @PlateJohnny @kemkominfo",4134971.0,1.55218297376383e+18,2022-07-27 08:37:41,0,0,0,0,"@Hyang_wisnu @kemkominfo @platejohnny @jokowi so far, there are several foreign technology companies that have not been registered in PSE Kominfo such as Opera Browser, LinkedIn Professional Social Media, Marketplace https://t.co/47qyqsl7f1, online game defense of the ancients (dota ) and counter striker. @Platejohnny @kemkominfo",-0.04166666666666667,0.3130952380952381
1.552209648014414e+18,id,"Gk cuma ngowok2 ranjang, tapi isi chit-chat e mbak linajobstreet pngen dikuasai, waww sekali! Awsome! https://t.co/PHM8sQYiiw",484069191.0,1.552209648014414e+18,2022-07-27 08:29:53,0,0,2,0,"It's not just a bed, but the contents of the chit-chit e mbak linajobstreet pngen are mastered, so wow! Awsome! https://t.co/phm8sqyiiw",0.15625,1.0
1.55220551917543e+18,id,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Sejauh ini, ada beberapa perusahaan teknologi asing yang belum terdaftar di PSE Kominfo seperti browser Opera, media sosial profesional LinkedIn, marketplace https://t.co/KWcq6KMEdZ, game online Defense of the Ancients (DoTA) dan Counter Striker.
@PlateJohnny @kemkominfo",1.420047542851498e+18,1.55218297376383e+18,2022-07-27 08:13:29,0,0,0,0,"@Hyang_wisnu @kemkominfo @platejohnny @jokowi so far, there are several foreign technology companies that have not been registered in PSE Kominfo such as Opera Browser, LinkedIn professional social media, marketplace https://t.co/kwcq6kmedz, online game defense of the ancients (dota ) and counter striker.
@Platejohnny @kemkominfo",-0.04166666666666667,0.3130952380952381
1.552202867489944e+18,id,"Yes, Indonesia is a draconian state. Untung saya udah mulai membiasakan diri pakai layanan alternatif. Ada Signal dan Telegram untuk pengganti WhatsApp, terus Titan dan Tutanota untuk email. https://t.co/Qo85pmVAqv",64392525.0,1.552202867489944e+18,2022-07-27 08:02:56,1,1,1,0,"Yes, Indonesia is a Draconian State. Fortunately, I've started to get used to using alternative services. There are signals and telegrams to replace WhatsApp, then Titan and Tutanota for email. https://t.co/qo85pmvaqv",0.4,0.7
1.552202778873049e+18,id,"@hyang_wisnu @kemkominfo Platform teknologi yang tidak mendaftar Penyelenggara Sistem Elektronik (PSE) Lingkup Privat Kominfo mungkin mengalami kerugian mulai dari denda hingga pemblokiran yang menyebabkan mereka tidak dapat beroperasi di Indonesia.
@PlateJohnny @kemkominfo",3827798354.0,1.552182577397924e+18,2022-07-27 08:02:35,0,0,0,0,"@Hyang_wisnu @kemkominfo technology platform that does not register for the organizer of the Electronic System (PSE) of the Private Communication and Information may suffer losses ranging from fines to blocking which causes them to not be able to operate in Indonesia.
@Platejohnny @kemkominfo",0.25,0.5
1.552202705388859e+18,id,"Bagi mereka-mereka (PSE) yang tidak mendaftarkan tenggat waktu yang telah ditetapkan, Kominfo pasti akan segera datang dengan batas yang dijanjikan yaitu lima hari kerja.
@PlateJohnny @kemkominfo https://t.co/QyVsTDGEGs",3827798354.0,1.552202705388859e+18,2022-07-27 08:02:18,0,0,0,0,"For those who do not register the deadline that has been set, the Ministry of Communication and Information will definitely come soon with the promised limit of five working days.
@Platejohnny @kemkominfo https://t.co/qyvstdgegs",0.0,0.5
1.552201924292006e+18,id,"Sejauh ini, ada beberapa perusahaan teknologi asing yang belum terdaftar di PSE Kominfo seperti browser Opera, media sosial profesional LinkedIn, marketplace https://t.co/zUL1EugfxO, game online Defense of the Ancients (DoTA) dan Counter Striker.
@PlateJohnny @kemkominfo https://t.co/J0DjpZ3Z11",3827798354.0,1.552201924292006e+18,2022-07-27 07:59:11,0,0,0,0,"So far, there are several foreign technology companies that have not been registered in PSE Kominfo such as Opera Browser, LinkedIn professional social media, https://t.co/zul1eugfxo marketplace, online game Defense of the Ancients (Dota) and Counter Striker.
@Platejohnny @kemkominfo https://t.co/j0djpz3z11",-0.04166666666666667,0.3130952380952381
1.552201877487399e+18,id,"Aturan Permenkominfo ini berpotensi sebagai pasal karet, karena rentan penyalahgunaan lewat diksi-diksi yang abu-abu seperti terkait pemblokiran terhadap konten ""mengganggu ketertiban umum"" dan ""meresahkan masyarakat.""

https://t.co/auuCJLQYr7",258629268.0,1.552201877487399e+18,2022-07-27 07:59:00,0,0,0,0,"This Permenkominfo rule has the potential as a rubber article, because it is vulnerable to abuse through gray diction such as related to blocking the content ""disturbing public order"" and ""disturbing the community.""

https://t.co/aucjlqyr7",-0.2142857142857143,0.580952380952381
1.552196402243318e+18,id,@Askrlfess @akumacchiato Gw lupa namanya apa tapi bukannya pihak whatsapp nya sendiri punya sistem dimana chatnya gabisa di baca siapapun ya? Apa berarti kominfo itu ngehack tanpa seizin whatsapp? Atau whatsapp ngasih akses karna aturan PSE?,277929433.0,1.552077862714622e+18,2022-07-27 07:37:15,0,1,0,0,@AskrLFess @akumacchiato I forgot what his name is but not the WhatsApp itself has a system where the chat can't be read by anyone huh? Does that mean that the Ministry of Communication and Information is complete without the permission of WhatsApp? Or WhatsApp gives access because of the rules of PSE?,-0.10625,0.54375
1.552194945242374e+18,id,"Bagi mereka-mereka (PSE) yang tidak mendaftarkan tenggat waktu yang telah ditetapkan, kita pasti akan segera datang dengan batas yang kita janjikan yaitu lima hari kerja.
@kemkominfo
@PlateJohnny
https://t.co/uVWU38Tyjg",1.442246515649434e+18,1.552194945242374e+18,2022-07-27 07:31:27,0,0,0,0,"For those who do not register the deadline that has been set, we will definitely come soon with the limits we promised, namely five working days.
@kemkominfo
@Platejohnny
https://t.co/uvwu38tyjg",0.0,0.5
1.552194775129788e+18,id,"DIberitakan sebelumnya, aplikasi lokal maupun asing diwajibkan mendaftar ke Kominfo selambat-lambatnya pada 20 Juli. Namun Kominfo memberikan kelonggaran waktu bagi aplikasi yg blm mendaftar, terhitung lima hari kerja sejak Kamis.
@kemkominfo
@PlateJohnny
https://t.co/xiqEm2yzr5",1.37233185308491e+18,1.552194775129788e+18,2022-07-27 07:30:47,0,0,1,0,"Reported earlier, local and foreign applications are required to register with Kominfo no later than July 20. But the Ministry of Communication and Information provides a time leeway for applications that have not registered, starting five working days since Thursday.
@kemkominfo
@Platejohnny
https://t.co/xiqem2yzr5",-0.025,0.145
1.552194530534834e+18,id,"Platform teknologi yang tidak mendaftar Penyelenggara Sistem Elektronik (PSE) Lingkup Privat Kominfo mungkin mengalami kerugian mulai dari denda hingga pemblokiran yang menyebabkan mereka tidak dapat beroperasi di Indonesia.
@kemkominfo
@PlateJohnny
https://t.co/B0ChPKb5rE",1.371566356093489e+18,1.552194530534834e+18,2022-07-27 07:29:49,0,0,2,0,"Technology platforms that do not register for the organizer of the Electronic System (PSE) of the Private Communication and Information may suffer losses ranging from fines to blocking which causes them to not be able to operate in Indonesia.
@kemkominfo
@Platejohnny
https://t.co/b0chpkb5re",0.25,0.5
1.552194310707167e+18,id,"Ada pun tenggat waktu pendaftaran bagi PSE lingkup privat di Kementerian Komunikasi dan Informatika Keterlambatan lagi berakhir. Jika masih ada PSE yang belum mendaftar, mekanisme pemblokiran akan berlaku.
@kemkominfo
@PlateJohnny
https://t.co/xJcc9WbS7k",1.442246515649434e+18,1.552194310707167e+18,2022-07-27 07:28:56,0,0,0,0,"There is also a deadline for registration for the private scope of the Ministry of Communication and Information, late again. If there are still PSEs that have not registered, the blocking mechanism will apply.
@kemkominfo
@Platejohnny
https://t.co/xjcc9wbs7k",-0.15,0.4875
1.552193963641418e+18,id,"Sejauh ini, ada bbrp perusahaan teknologi asing yg blm terdaftar di PSE Kominfo seperti browser Opera, media sosial profesional LinkedIn, marketplace https://t.co/7sHT2ZUVFA, game online Defense of the Ancients (DoTA) dan Counter Striker.
@kemkominfo
https://t.co/T6OHVgZugB",1.37233185308491e+18,1.552193963641418e+18,2022-07-27 07:27:33,0,0,0,0,"So far, there are some foreign technology companies that haven't been registered in PSE Kominfo such as Opera Browser, LinkedIn professional social media, marketplace https://t.co/7Sht2zuvfa, online game Defense of the Ancients (Dota) and Counter Striker.
@kemkominfo
https://t.co/t6ohvgzugb",-0.04861111111111111,0.3652777777777778
1.552193600053981e+18,id,"Alibaba adalah salah satu perusahaan asing yang belum mendaftar PSE lingkup privat. Meski begitu, Country Manager Alibaba Cloud Indonesia Leon Chen menganggap bahwa regulasi pendaftaran PSE lingkup privat dari @kemkominfo harus ditaati.
@PlateJohnny
https://t.co/CrttDACaDO",1.371566356093489e+18,1.552193600053981e+18,2022-07-27 07:26:07,0,0,1,0,"Alibaba is a foreign company that has not yet registered for a private scope. Even so, Country Manager of Alibaba Cloud Indonesia Leon Chen considers that the regulation of the registration of the private scope of @kemkominfo must be obeyed.
@Platejohnny
https://t.co/crtttdacado",-0.04166666666666666,0.2916666666666667
1.552193132087091e+18,id,"""Bagi mereka-mereka (PSE) yg tidak mendaftarkan per deadline yang telah ditetapkan, dikirimkan surat peringatan untuk segera melengkapi dengan batas waktu yang disepakati yaitu lima hari kerja,” papar Semuel Abrijani Pangerapan 
@PlateJohnny 
@kemkominfo 
https://t.co/2DWe1GjL3u",9.73499108412375e+17,1.552193132087091e+18,2022-07-27 07:24:15,0,0,0,0,"""For those who do not registered per deadline that has been set, a warning letter is sent to immediately complete the agreed deadline of five working days,"" said Semuel Abrijani Pangerapan
@Platejohnny
@kemkominfo
https://t.co/2dwe1gjl3u",0.1,0.4
1.552192530027991e+18,id,"Aplikasi lokal maupun asing diwajibkan mendaftar ke Kominfo selambat-lambatnya pada 20 Juli. Namun Kominfo memberikan kelonggaran waktu bagi sejumlah aplikasi yang belum mendaftar, terhitung lima hari kerja sejak Kamis (21/7).
@PlateJohnny 
@kemkominfo 
https://t.co/1UGPv8nhut",1.429810270898049e+18,1.552192530027991e+18,2022-07-27 07:21:52,0,0,1,0,"Local and foreign applications are required to register with Kominfo no later than July 20. However, Kominfo provides time leeway for a number of applications that have not registered, starting five working days since Thursday (7/21).
@Platejohnny
@kemkominfo
https://t.co/1ugpv8nhut",-0.03125,0.05625
1.55219232491846e+18,id,"Ada pun tenggat waktu pendaftaran bagi penyelenggara sistem elektronik (PSE) lingkup privat di @kemkominfo sebentar lagi berakhir. Jika masih ada PSE yang belum mendaftar, mekanisme pemblokiran akan berlaku.
@PlateJohnny @jokowi
https://t.co/ig6u1qt8uZ",1.283815459792417e+18,1.55219232491846e+18,2022-07-27 07:21:03,0,0,1,0,"There is also a deadline for registration for the organizer of the Electronic System (PSE) Private Scope at @Kemkominfo will soon end. If there are still PSEs that have not registered, the blocking mechanism will apply.
@Platejohnny @jokowi
https://t.co/ig6u1qt8uz",0.0,0.375
1.552192177576751e+18,id,"Platform teknologi yang tidak mendaftar Penyelenggara Sistem Elektronik (PSE) Lingkup Privat Kominfo berpotensi mengalami kerugian mulai dari denda hingga pemblokiran yang menyebabkan mereka tidak dapat beroperasi di Indonesia.
@PlateJohnny 
@kemkominfo 
https://t.co/6CPcohcA4N",1.20164818652944e+18,1.552192177576751e+18,2022-07-27 07:20:28,0,0,0,0,"The technology platform that does not register for the organizer of the Electronic System (PSE) of the Private Communication and Information has the potential to suffer losses ranging from fines to blocking which causes them to not be able to operate in Indonesia.
@Platejohnny
@kemkominfo
https://t.co/6cpcohca4n",0.1666666666666667,0.6666666666666666
1.552192129480688e+18,id,"Perusahaan yang Tak Daftar PSE Kominfo akan Alami Kerugian Ini

@kemkominfo @PlateJohnny https://t.co/eJXUML3V5l",1.549757954533904e+18,1.552192129480688e+18,2022-07-27 07:20:16,0,0,0,0,"Companies that do not list PSE Kominfo will experience this loss

@kemkominfo @platejohnny https://t.co/ejxuml3v5l",0.0,0.0
1.552192088078713e+18,id,Kominfo telah memberikan asistensi dan kemudahan bagi PSE Lingkup Privat yang belum terdaftar dengan membantu proses dan menyediakan pendaftaran secara manual dengan kewajiban tetap melakukan pendaftaran melalui OSS @kemkominfo @PlateJohnny https://t.co/j692xIFOgI,1.381618304184246e+18,1.552192088078713e+18,2022-07-27 07:20:06,0,0,0,0,Kominfo has provided assistance and convenience for private scope that has not been registered by assisting the process and providing manual registration with the obligation to continue to register through OSS @kemkominfo @platejohnny https://t.co/j692xifogi,0.0,0.375
1.552191995032269e+18,id,"Sejauh ini, ada beberapa perusahaan teknologi asing yang belum terdaftar di PSE @kemkominfo seperti browser Opera, media sosial profesional LinkedIn, marketplace https://t.co/ssgdwBz6JQ, game online Defense of the Ancients (DoTA) dan Counter Striker.

https://t.co/slngjNtZRB",1.09263884887244e+18,1.552191995032269e+18,2022-07-27 07:19:44,0,0,1,0,"So far, there are several foreign technology companies that have not been registered in PSE @kemkominfo such as Opera browser, LinkedIn professional social media, marketplace https://t.co/ssgdwbz6jq, online game Defense of the Ancients (Dota) and Counter Striker.

https://t.co/slngjntzrb",-0.04166666666666667,0.3130952380952381
1.552191805999165e+18,id,"Country Manager of Alibaba Cloud Indonesia Leon Chen menganggap bahwa regulasi pendaftaran Penyelenggara Sistem Elektronik (PSE) lingkup privat dari Kementerian @kemkominfo harus ditaati.
@PlateJohnny @jokowi
https://t.co/TtuQO3sh6g",435004096.0,1.552191805999165e+18,2022-07-27 07:18:59,0,0,1,0,"Country Manager of Alibaba Cloud Indonesia Leon Chen considers that the registration registration of the Electronic System Organizer (PSE) of the Private Scope of the Ministry of @Kemkominfo must be obeyed.
@Platejohnny @jokowi
https://t.co/ttuqo3sh6g",0.0,0.375
1.552191792485134e+18,id,"“Kami yakin, kami dapat mematuhi dan mengikuti aturan regulator lokal (PSE Kominfo) demi keberlangsungan bisnis Alibaba,” jelas Leon Chen kepada awak media
@PlateJohnny 
@kemkominfo 
https://t.co/CeTl4ZlZ4q",1.429810270898049e+18,1.552191792485134e+18,2022-07-27 07:18:56,0,0,0,0,"""We are sure, we can obey and follow the rules of the local regulator (PSE Kominfo) for the continuity of Alibaba's business,"" Leon Chen explained to the media crew
@Platejohnny
@kemkominfo
https://t.co/cetl4zlz4q",0.25,0.4444444444444444
1.552191552667398e+18,id,"Kalau mereka tidak mau mendaftar maka mekanisme blokir akan berlaku.

@kemkominfo sebelumnya telah mengeluarkan pernyataan dengan menyebut sanksi dilakukan bertahap, mulai dari teguran, denda administrasi, lalu pemblokiran.
@PlateJohnny @jokowi
https://t.co/6XrcyZmxVl",1.283815459792417e+18,1.552191552667398e+18,2022-07-27 07:17:59,0,0,2,0,"If they don't want to register, the blocking mechanism will apply.

@Kemkominfo had previously issued a statement by mentioning sanctions in stages, starting from reprimands, administrative fines, then blocking.
@Platejohnny @jokowi
https://t.co/6xrcyzmxvl",-0.08333333333333333,0.1333333333333333
1.55219150101454e+18,id,"Alibaba adalah salah satu perusahaan asing yg belum mendaftar PSE lingkup privat. Tapi Country Manager of Alibaba Cloud Indonesia Leon Chen menganggap bahwa regulasi pendaftaran PSE lingkup privat dari Kemkominfo harus ditaati.
@PlateJohnny 
@kemkominfo 
https://t.co/Wk5nKEB4vw",9.73499108412375e+17,1.55219150101454e+18,2022-07-27 07:17:46,0,0,0,0,"Alibaba is a foreign company that has not yet registered for a private scope. But the Country Manager of Alibaba Cloud Indonesia Leon Chen considers that the registration registration of the private scope of the Ministry of Communication and Information must be obeyed.
@Platejohnny
@kemkominfo
https://t.co/wk5Nkeb4vw",-0.04166666666666666,0.2916666666666667
1.552191232042226e+18,id,"Bagi mereka-mereka (PSE) yang tidak mendaftarkan per deadline yang telah ditetapkan, kita kirimkan surat peringatan untuk segera melengkapi dengan batas waktu yang kita sepakati yaitu lima hari kerja
@kemkominfo @jokowi @PlateJohnny

https://t.co/pNEeJqE2ue",1.09263884887244e+18,1.552191232042226e+18,2022-07-27 07:16:42,0,0,1,0,"For those who do not registered per deadline that has been set, we send a warning letter to immediately complete the time limit we agreed
@kemkominfo @jokowi @platejohnny

https://t.co/pneejqe2ue",0.1,0.4
1.552190960053805e+18,id,"Platform teknologi yang tidak mendaftar Penyelenggara Sistem Elektronik (PSE) Lingkup Privat @kemkominfo berpotensi mengalami kerugian mulai dari denda hingga pemblokiran yang menyebabkan mereka tidak dapat beroperasi di Indonesia.
@PlateJohnny @jokowi
https://t.co/GWobm0kudG",435004096.0,1.552190960053805e+18,2022-07-27 07:15:37,0,0,1,0,"The technology platform that does not register for the organizer of the electronic system (PSE) of the private @kemkominfo scope has the potential to experience losses ranging from fines to blocking which causes them to not be able to operate in Indonesia.
@Platejohnny @jokowi
https://t.co/gwobm0kudg",0.1666666666666667,0.6666666666666666
1.552190085700862e+18,id,"Patuhi Kebijakan Kominfo, Alibaba Cloud Daftar PSE
@PlateJohnny 
@kemkominfo 
https://t.co/Hw93P3HXGC",1.20164818652944e+18,1.552190085700862e+18,2022-07-27 07:12:09,0,0,0,0,"Obey the policy of the Ministry of Communication and Information, Alibaba Cloud List PSE
@Platejohnny
@kemkominfo
https://t.co/hw93p3hxgc",0.0,0.0
1.552188821856391e+18,id,"Lewat Aturan PSE, Kominfo Bisa Intip Percakapan Whatsapp dan Gmail https://t.co/0X7MT77D4i",1.05492379198849e+18,1.552188821856391e+18,2022-07-27 07:07:08,0,0,0,0,"Through PSE rules, Kominfo can peek at WhatsApp and Gmail conversations https://t.co/0x7mt77d4i",0.0,0.0
1.552185134585348e+18,id,@MOODFEEL_ @txtdarisisange @bananajooeee @txtfrombrand michat terdaftar pse kominfo juga hahahaa,55838702.0,1.552153539069514e+18,2022-07-27 06:52:28,0,1,1,0,@Moodfeel_ @txtdarisange @banajooeee @txtfrombrand michat registered pse kominfo too hahahaa,0.0,0.0
1.552184378968646e+18,id,Kominfo Dituding Bisa Intip Percakapan Whatsapp dan Gmail Lewat Aturan PSE https://t.co/UfEc4dd1e7,1.492167664571392e+18,1.552184378968646e+18,2022-07-27 06:49:28,0,0,0,0,Kominfo is accused of being able to take a peek at WhatsApp and Gmail conversations through PSE rules https://t.co/ucec4dd1e7,0.5,0.625
1.552184036952789e+18,id,"Perusahaan yang Tak Daftar PSE Kominfo akan Alami Kerugian Ini

@kemkominfo @PlateJohnny https://t.co/j6pq13qmSr",1.549753130925302e+18,1.552184036952789e+18,2022-07-27 06:48:07,0,0,0,0,"Companies that do not list PSE Kominfo will experience this loss

@kemkominfo @platejohnny https://t.co/j6pq13qmsr",0.0,0.0
1.55218297376383e+18,id,"Patuhi Kebijakan Kominfo, Alibaba Cloud Daftar PSE

“Kami yakin, kami dapat mematuhi dan mengikuti aturan regulator lokal (PSE Kominfo) demi keberlangsungan bisnis Alibaba,” jelas Leon Chen

@kemkominfo @PlateJohnny @jokowi https://t.co/wN9Epo3yCx",1.014587792062476e+18,1.55218297376383e+18,2022-07-27 06:43:53,22,24,31,18,"Obey the policy of the Ministry of Communication and Information, Alibaba Cloud List PSE

""We are sure, we can obey and follow the rules of the local regulator (PSE Kominfo) for the continuity of Alibaba's business,"" explained Leon Chen

@kemkominfo @platejohnny @jokowi https://t.co/wn9epo3ycx",0.25,0.4444444444444444
1.552182577397924e+18,id,"Perusahaan yang Tak Daftar PSE Kominfo akan Alami Kerugian Ini

Platform teknologi yang tdk mendaftar PSE Lingkup Privat @kemkominfo berpotensi mengalami kerugian mulai dari denda hingga pemblokiran yg menyebabkan mereka tdk dapat beroperasi di Indonesia. https://t.co/qPVWGIivhq",1.014587792062476e+18,1.552182577397924e+18,2022-07-27 06:42:19,19,23,28,19,"Companies that do not list PSE Kominfo will experience this loss

The technological platform that does not register a private scope of @kemkominfo has the potential to suffer losses ranging from fines to blocking which causes them to not be able to operate in Indonesia. https://t.co/qpvwgiivhq",0.1666666666666667,0.6666666666666666
1.552181418565853e+18,id,@convomfs Kasus kominfo soal PSE yang mau deactivate sosmed tuh,1.330216569927062e+18,1.552173359114244e+18,2022-07-27 06:37:42,0,0,0,0,@Convomfs Case Kominfo about PSE who want to deactivate social media,0.03333333333333333,0.06666666666666667
1.552176668898238e+18,id,"Duh nyaris saja kena blokir Kominfo, untungnya segera daftar,,, #Roblox di PSE

https://t.co/42rsKiKuCe

#NewsUpdate #Berita #BeritaTerbaru #beritaterkini #BeritaTerpopuler #news #SuaraUmat #suaraumat #suaraumatnews  #beritaviral #roblox #gameonline https://t.co/O8vs1JORAx",1.545679223536624e+18,1.552176668898238e+18,2022-07-27 06:18:50,0,0,2,0,"Duh almost got blocking the Ministry of Communication and Information, fortunately immediately register ,,, #Roblox on PSE

https://t.co/42rskikuce

#Newsupdate #berita #beritaterbaru #beritaterkini #beritaterpopular #news #suaraumat #suaraumatnews #BeritaViral #ROBLOX #Gameonline https://t.co/o8vs1Jorax",0.05000000000000002,0.6499999999999999
1.552175425337508e+18,en,New rules may allow the Indonesian Ministry of Communication and Information Technology to check citizens' conversations on WhatsApp and Gmail. https://t.co/2lPzPVBPK5,7.194732807724769e+17,1.552175425337508e+18,2022-07-27 06:13:54,7,1,18,2,New rules may allow the Indonesian Ministry of Communication and Information Technology to check citizens' conversations on WhatsApp and Gmail. https://t.co/2lPzPVBPK5,0.1363636363636364,0.4545454545454545
1.552175404555063e+18,id,"Patuhi Kebijakan @kemkominfo, Alibaba Cloud Daftar PSE
https://t.co/PCOUb0qCNq",1.369148694793052e+18,1.552175404555063e+18,2022-07-27 06:13:49,0,0,0,0,"Obey the policy @kemkominfo, alibaba cloud list pse
https://t.co/pcoub0qcnq",0.0,0.0
1.552175293720588e+18,id,"Perusahaan yang Tak Daftar PSE @kemkominfo akan Alami Kerugian Ini
https://t.co/T0jsWhIOnh",1.369148694793052e+18,1.552175293720588e+18,2022-07-27 06:13:22,0,0,0,0,"Companies that do not list PSE @kemkominfo will experience this loss
https://t.co/t0jswhionh",0.0,0.0
1.55217276422393e+18,id,"@PNS_Ababil @kemkominfo paling jago dong soal IT..mampu decrypt data2 enkripsi di WA,Google..
so bantu dong korban2 yg datanya dienkripsi ransom dJvu online!
ditarif 1jt mau kok asal data2 bisa balik lg!
lapor kasus kena ransom ke @CCICPolri bisakah?
@BSSN_RI @BPPT_RI
https://t.co/P4TGI4nVXy",1.369573838007063e+18,1.552169090269164e+18,2022-07-27 06:03:19,0,0,0,0,"@Pns_ababil @kemkominfo is the most good at it ... it can decrypt data2 encryption in wa, google ..
So help the victims whose data are encrypted by DJVU online!
Instead of 1 million, I want it as long as the data can return again!
Report the case hit by ransom to @ccicpolri can it be?
@Bssn_ri @bppt_ri
https://t.co/p4tgi4nvxy",0.4375,0.5
1.552172485386588e+18,id,"Rasanya ngelunjak

https://t.co/W0kQR6XTNr https://t.co/RfCRyJY0bK",741061213.0,1.552172485386588e+18,2022-07-27 06:02:13,0,0,1,0,"It feels like you support

https://t.co/w0kqr6xtnr https://t.co/rfcryjy0bk",0.0,0.0
1.552171626883879e+18,id,"Situs PSE Kominfo hampir Rp 1 triliun diretas, 'anggaran sefantatis itu kok kualitasnya buruk?' Kata pakar siber 

Ternyata ulah iseng hacker seberapa aman situs @kemkominfo eh ternyata jebol 😀😅 https://t.co/rD459LqwkM",2814280963.0,1.552171626883879e+18,2022-07-27 05:58:48,0,0,3,0,"The PSE Kominfo site is almost Rp Said cyber expert

It turns out that the fun of hackers is how safe the site @kemkominfo eh it turns out broken 😀😅 https://t.co/rd459lqwkm",0.1333333333333333,0.3666666666666667
1.552170891110339e+18,id,"oh, CNN. bisa cek bagian mana di pasal 9 atau pasal 14 yang bolehkan mengintip. sementara pasal 36 isinya udah begini, jalan tengah yg disebut pakar itu, sudah ditulis di sini. 

https://t.co/Bb9YLepzAJ https://t.co/0XU5Xwc5Qf",143902557.0,1.552165080426357e+18,2022-07-27 05:55:53,2,0,1,0,"Oh, CNN. can check which part in Article 9 or Article 14 that may peek. While Article 36 is already like this, the middle road called the expert, has been written here.

https://t.co/bb9ylepzaj https://t.co/0xu5xwc5qf",0.0,0.0
1.552170254654386e+18,id,"Platform teknologi yang tidak mendaftar Penyelenggara Sistem Elektronik (PSE) Lingkup Privat Kominfo berpotensi mengalami kerugian mulai dari denda hingga pemblokiran yang menyebabkan mereka tidak dapat beroperasi di Indonesia. @Aryprasetyo85 @SydneyX5w
https://t.co/LCdOR7nqdu",8.063683291244749e+17,1.552170254654386e+18,2022-07-27 05:53:21,1,0,0,0,"The technology platform that does not register for the organizer of the Electronic System (PSE) of the Private Communication and Information has the potential to suffer losses ranging from fines to blocking which causes them to not be able to operate in Indonesia. @Aryprasetyo85 @sydneyx5w
https://t.co/lcdor7nqdu",0.1666666666666667,0.6666666666666666
1.552169974634267e+18,id,"Alibaba adalah salah satu perusahaan asing yang belum mendaftar PSE lingkup privat. Meski begitu, Country Manager of Alibaba Cloud Indonesia Leon Chen menganggap bahwa regulasi pendaftaran PSE lingkup privat dari KemKominfo harus ditaati. @Karolina_bee11
https://t.co/2zxOcYUMVp",8.063683291244749e+17,1.552169974634267e+18,2022-07-27 05:52:14,1,0,0,0,"Alibaba is a foreign company that has not yet registered for a private scope. Even so, the Country Manager of Alibaba Cloud Indonesia Leon Chen considers that the registration registration of the private scope of the Ministry of Communication and Information must be obeyed. @Karolina_bee11
https://t.co/2zxocyumvp",-0.04166666666666666,0.2916666666666667
1.55216991383783e+18,id,"mirip pasal penistaan agama..jika mayoritas tdk suka sebuah aplikasi bisa langsung diOff!
kalo memang pesan WA/Gmail bisa di decrypt,pliz korban2 ransom yg datanya di eknkripsi DJvu online bisa dibantu decrypt!
@kemkominfo @CCICPolri @CCICPolri @emsisoft
https://t.co/P4TGI4nVXy",1.369573838007063e+18,1.55216991383783e+18,2022-07-27 05:52:00,0,0,0,0,"Similar to the blasphemy article ... If the majority do not like an application can be directly dioff!
If indeed the message WA/Gmail can be decrypt, pliz victims ransom whose data in DJVU online can be assisted by Decrypt!
@kemkominfo @ccicpolri @ccicpolri @emsisoft
https://t.co/p4tgi4nvxy",0.078125,0.4
1.55216706793547e+18,id,"@xylans https://t.co/PNJC46FxOf

Menurut berita sih ini.. https://t.co/6ZRlPmAgRh",1.192094510076924e+18,1.552165080426357e+18,2022-07-27 05:40:41,0,0,0,0,"@xylans https://t.co/pnjc46fxof

According to this news ... https://t.co/6zrlpmagrh",0.0,0.0
